contig,chr,cM
IWGSC_CSS_2BL_scaff_7933074,2B,72.825
IWGSC_CSS_2BL_scaff_7933150,2B,72.825
IWGSC_CSS_2BL_scaff_7933190,2B,72.825
IWGSC_CSS_2BL_scaff_7933337,2B,72.825
IWGSC_CSS_2BL_scaff_7933379,2B,72.825
IWGSC_CSS_2BL_scaff_7933391,2B,72.825
IWGSC_CSS_2BL_scaff_7933400,2B,72.825
IWGSC_CSS_2BL_scaff_7933408,2B,72.825
IWGSC_CSS_2BL_scaff_7933428,2B,72.825
IWGSC_CSS_2BL_scaff_7933459,2B,72.825
IWGSC_CSS_2BL_scaff_7933602,2B,72.825
IWGSC_CSS_2BL_scaff_7933835,2B,72.825
IWGSC_CSS_2BL_scaff_7933852,2B,72.825
IWGSC_CSS_2BL_scaff_7933996,2B,72.825
IWGSC_CSS_2BL_scaff_7934168,2B,72.825
IWGSC_CSS_2BL_scaff_7934173,2B,72.825
IWGSC_CSS_2BL_scaff_7934179,2B,72.825
IWGSC_CSS_2BL_scaff_7934239,2B,72.825
IWGSC_CSS_2BL_scaff_7934277,2B,72.825
IWGSC_CSS_2BL_scaff_7934433,2B,72.825
IWGSC_CSS_2BL_scaff_7934534,2B,72.825
IWGSC_CSS_2BL_scaff_7934544,2B,72.825
IWGSC_CSS_2BL_scaff_7934546,2B,72.825
IWGSC_CSS_2BL_scaff_7934547,2B,72.825
IWGSC_CSS_2BL_scaff_7934595,2B,72.825
IWGSC_CSS_2BL_scaff_7934600,2B,72.825
IWGSC_CSS_2BL_scaff_7934604,2B,72.825
IWGSC_CSS_2BL_scaff_7934634,2B,72.825
IWGSC_CSS_2BL_scaff_7934654,2B,72.825
IWGSC_CSS_2BL_scaff_7934667,2B,72.825
IWGSC_CSS_2BL_scaff_7934782,2B,72.825
IWGSC_CSS_2BL_scaff_7934806,2B,72.825
IWGSC_CSS_2BL_scaff_7934850,2B,72.825
IWGSC_CSS_2BL_scaff_7934861,2B,72.825
IWGSC_CSS_2BL_scaff_7934913,2B,72.825
IWGSC_CSS_2BL_scaff_7934926,2B,72.825
IWGSC_CSS_2BL_scaff_7934954,2B,72.825
IWGSC_CSS_2BL_scaff_7934981,2B,72.825
IWGSC_CSS_2BL_scaff_7935023,2B,72.825
IWGSC_CSS_2BL_scaff_7935226,2B,72.825
IWGSC_CSS_2BL_scaff_7935263,2B,72.825
IWGSC_CSS_2BL_scaff_7935312,2B,72.825
IWGSC_CSS_2BL_scaff_7935319,2B,72.825
IWGSC_CSS_2BL_scaff_7935359,2B,72.825
IWGSC_CSS_2BL_scaff_7935456,2B,72.825
IWGSC_CSS_2BL_scaff_7935577,2B,72.825
IWGSC_CSS_2BL_scaff_7935585,2B,72.825
IWGSC_CSS_2BL_scaff_7935641,2B,72.825
IWGSC_CSS_2BL_scaff_7935673,2B,72.825
IWGSC_CSS_2BL_scaff_7935675,2B,72.825
IWGSC_CSS_2BL_scaff_7935740,2B,72.825
IWGSC_CSS_2BL_scaff_7935757,2B,72.825
IWGSC_CSS_2BL_scaff_7935775,2B,72.825
IWGSC_CSS_2BL_scaff_7935815,2B,72.825
IWGSC_CSS_2BL_scaff_7935849,2B,72.825
IWGSC_CSS_2BL_scaff_7935862,2B,72.825
IWGSC_CSS_2BL_scaff_7935874,2B,72.825
IWGSC_CSS_2BL_scaff_7936012,2B,72.825
IWGSC_CSS_2BL_scaff_7936056,2B,72.825
IWGSC_CSS_2BL_scaff_7936166,2B,72.825
IWGSC_CSS_2BL_scaff_7936210,2B,72.825
IWGSC_CSS_2BL_scaff_7936222,2B,72.825
IWGSC_CSS_2BL_scaff_7936231,2B,72.825
IWGSC_CSS_2BL_scaff_7936318,2B,72.825
IWGSC_CSS_2BL_scaff_7936320,2B,72.825
IWGSC_CSS_2BL_scaff_7936393,2B,72.825
IWGSC_CSS_2BL_scaff_7936501,2B,72.825
IWGSC_CSS_2BL_scaff_7936560,2B,72.825
IWGSC_CSS_2BL_scaff_7936564,2B,72.825
IWGSC_CSS_2BL_scaff_7936591,2B,72.825
IWGSC_CSS_2BL_scaff_7936600,2B,72.825
IWGSC_CSS_2BL_scaff_7936633,2B,72.825
IWGSC_CSS_2BL_scaff_7936675,2B,72.825
IWGSC_CSS_2BL_scaff_7936680,2B,72.825
IWGSC_CSS_2BL_scaff_7936709,2B,72.825
IWGSC_CSS_2BL_scaff_7936785,2B,72.825
IWGSC_CSS_2BL_scaff_7936872,2B,72.825
IWGSC_CSS_2BL_scaff_7936983,2B,72.825
IWGSC_CSS_2BL_scaff_7936993,2B,72.825
IWGSC_CSS_2BL_scaff_7937022,2B,72.825
IWGSC_CSS_2BL_scaff_7937029,2B,72.825
IWGSC_CSS_2BL_scaff_7937056,2B,72.825
IWGSC_CSS_2BL_scaff_7937061,2B,72.825
IWGSC_CSS_2BL_scaff_7937073,2B,72.825
IWGSC_CSS_2BL_scaff_7937098,2B,72.825
IWGSC_CSS_2BL_scaff_7937159,2B,72.825
IWGSC_CSS_2BL_scaff_7937161,2B,72.825
IWGSC_CSS_2BL_scaff_7937214,2B,72.825
IWGSC_CSS_2BL_scaff_7937243,2B,72.825
IWGSC_CSS_2BL_scaff_7937257,2B,72.825
IWGSC_CSS_2BL_scaff_7937356,2B,72.825
IWGSC_CSS_2BL_scaff_7937365,2B,72.825
IWGSC_CSS_2BL_scaff_7937441,2B,72.825
IWGSC_CSS_2BL_scaff_7937479,2B,72.825
IWGSC_CSS_2BL_scaff_7937487,2B,72.825
IWGSC_CSS_2BL_scaff_7937508,2B,72.825
IWGSC_CSS_2BL_scaff_7937580,2B,72.825
IWGSC_CSS_2BL_scaff_7937611,2B,72.825
IWGSC_CSS_2BL_scaff_7937642,2B,72.825
IWGSC_CSS_2BL_scaff_7937665,2B,72.825
IWGSC_CSS_2BL_scaff_7937717,2B,72.825
IWGSC_CSS_2BL_scaff_7937898,2B,72.825
IWGSC_CSS_2BL_scaff_7937984,2B,72.825
IWGSC_CSS_2BL_scaff_7938023,2B,72.825
IWGSC_CSS_2BL_scaff_7938076,2B,72.825
IWGSC_CSS_2BL_scaff_7938087,2B,72.825
IWGSC_CSS_2BL_scaff_7938095,2B,72.825
IWGSC_CSS_2BL_scaff_7938185,2B,72.825
IWGSC_CSS_2BL_scaff_7938205,2B,72.825
IWGSC_CSS_2BL_scaff_7938227,2B,72.825
IWGSC_CSS_2BL_scaff_7938331,2B,72.825
IWGSC_CSS_2BL_scaff_7938416,2B,72.825
IWGSC_CSS_2BL_scaff_7938431,2B,72.825
IWGSC_CSS_2BL_scaff_7938437,2B,72.825
IWGSC_CSS_2BL_scaff_7938471,2B,72.825
IWGSC_CSS_2BL_scaff_7938488,2B,72.825
IWGSC_CSS_2BL_scaff_7938615,2B,72.825
IWGSC_CSS_2BL_scaff_7938658,2B,72.825
IWGSC_CSS_2BL_scaff_7938669,2B,72.825
IWGSC_CSS_2BL_scaff_7938678,2B,72.825
IWGSC_CSS_2BL_scaff_7938709,2B,72.825
IWGSC_CSS_2BL_scaff_7938721,2B,72.825
IWGSC_CSS_2BL_scaff_7938776,2B,72.825
IWGSC_CSS_2BL_scaff_7938805,2B,72.825
IWGSC_CSS_2BL_scaff_7938824,2B,72.825
IWGSC_CSS_2BL_scaff_7938831,2B,72.825
IWGSC_CSS_2BL_scaff_7938876,2B,72.825
IWGSC_CSS_2BL_scaff_7938877,2B,72.825
IWGSC_CSS_2BL_scaff_7938916,2B,72.825
IWGSC_CSS_2BL_scaff_7939002,2B,72.825
IWGSC_CSS_2BL_scaff_7939044,2B,72.825
IWGSC_CSS_2BL_scaff_7939096,2B,72.825
IWGSC_CSS_2BL_scaff_7939113,2B,72.825
IWGSC_CSS_2BL_scaff_7939125,2B,72.825
IWGSC_CSS_2BL_scaff_7939168,2B,72.825
IWGSC_CSS_2BL_scaff_7939178,2B,72.825
IWGSC_CSS_2BL_scaff_7939244,2B,72.825
IWGSC_CSS_2BL_scaff_7939399,2B,72.825
IWGSC_CSS_2BL_scaff_7939414,2B,72.825
IWGSC_CSS_2BL_scaff_7939418,2B,72.825
IWGSC_CSS_2BL_scaff_7939439,2B,72.825
IWGSC_CSS_2BL_scaff_7939490,2B,72.825
IWGSC_CSS_2BL_scaff_7939578,2B,72.825
IWGSC_CSS_2BL_scaff_7939659,2B,72.825
IWGSC_CSS_2BL_scaff_7939723,2B,72.825
IWGSC_CSS_2BL_scaff_7939798,2B,72.825
IWGSC_CSS_2BL_scaff_7939805,2B,72.825
IWGSC_CSS_2BL_scaff_7939867,2B,72.825
IWGSC_CSS_2BL_scaff_7939884,2B,72.825
IWGSC_CSS_2BL_scaff_7939919,2B,72.825
IWGSC_CSS_2BL_scaff_7939958,2B,72.825
IWGSC_CSS_2BL_scaff_7939997,2B,72.825
IWGSC_CSS_2BL_scaff_7940036,2B,72.825
IWGSC_CSS_2BL_scaff_7940108,2B,72.825
IWGSC_CSS_2BL_scaff_7940163,2B,72.825
IWGSC_CSS_2BL_scaff_7940210,2B,72.825
IWGSC_CSS_2BL_scaff_7940224,2B,72.825
IWGSC_CSS_2BL_scaff_7940260,2B,72.825
IWGSC_CSS_2BL_scaff_7940350,2B,72.825
IWGSC_CSS_2BL_scaff_7940401,2B,72.825
IWGSC_CSS_2BL_scaff_7940463,2B,72.825
IWGSC_CSS_2BL_scaff_7940506,2B,72.825
IWGSC_CSS_2BL_scaff_7940523,2B,72.825
IWGSC_CSS_2BL_scaff_7940595,2B,72.825
IWGSC_CSS_2BL_scaff_7940610,2B,72.825
IWGSC_CSS_2BL_scaff_7940675,2B,72.825
IWGSC_CSS_2BL_scaff_7940727,2B,72.825
IWGSC_CSS_2BL_scaff_7940775,2B,72.825
IWGSC_CSS_2BL_scaff_7940832,2B,72.825
IWGSC_CSS_2BL_scaff_7940933,2B,72.825
IWGSC_CSS_2BL_scaff_7940982,2B,72.825
IWGSC_CSS_2BL_scaff_7940996,2B,72.825
IWGSC_CSS_2BL_scaff_7941155,2B,72.825
IWGSC_CSS_2BL_scaff_7941179,2B,72.825
IWGSC_CSS_2BL_scaff_7941271,2B,72.825
IWGSC_CSS_2BL_scaff_7941298,2B,72.825
IWGSC_CSS_2BL_scaff_7941352,2B,72.825
IWGSC_CSS_2BL_scaff_7941507,2B,72.825
IWGSC_CSS_2BL_scaff_7941617,2B,72.825
IWGSC_CSS_2BL_scaff_7941649,2B,72.825
IWGSC_CSS_2BL_scaff_7941667,2B,72.825
IWGSC_CSS_2BL_scaff_7941683,2B,72.825
IWGSC_CSS_2BL_scaff_7941692,2B,72.825
IWGSC_CSS_2BL_scaff_7941719,2B,72.825
IWGSC_CSS_2BL_scaff_7941806,2B,72.825
IWGSC_CSS_2BL_scaff_7941892,2B,72.825
IWGSC_CSS_2BL_scaff_7941915,2B,72.825
IWGSC_CSS_2BL_scaff_7941976,2B,72.825
IWGSC_CSS_2BL_scaff_7942005,2B,72.825
IWGSC_CSS_2BL_scaff_7942014,2B,72.825
IWGSC_CSS_2BL_scaff_7942089,2B,72.825
IWGSC_CSS_2BL_scaff_7942172,2B,72.825
IWGSC_CSS_2BL_scaff_7942249,2B,72.825
IWGSC_CSS_2BL_scaff_7942322,2B,72.825
IWGSC_CSS_2BL_scaff_7942504,2B,72.825
IWGSC_CSS_2BL_scaff_7942540,2B,72.825
IWGSC_CSS_2BL_scaff_7942545,2B,72.825
IWGSC_CSS_2BL_scaff_7942578,2B,72.825
IWGSC_CSS_2BL_scaff_7942599,2B,72.825
IWGSC_CSS_2BL_scaff_7942604,2B,72.825
IWGSC_CSS_2BL_scaff_7942623,2B,72.825
IWGSC_CSS_2BL_scaff_7942657,2B,72.825
IWGSC_CSS_2BL_scaff_7942679,2B,72.825
IWGSC_CSS_2BL_scaff_7942730,2B,72.825
IWGSC_CSS_2BL_scaff_7942741,2B,72.825
IWGSC_CSS_2BL_scaff_7942768,2B,72.825
IWGSC_CSS_2BL_scaff_7942811,2B,72.825
IWGSC_CSS_2BL_scaff_7942837,2B,72.825
IWGSC_CSS_2BL_scaff_7942926,2B,72.825
IWGSC_CSS_2BL_scaff_7942990,2B,72.825
IWGSC_CSS_2BL_scaff_7943006,2B,72.825
IWGSC_CSS_2BL_scaff_7943016,2B,72.825
IWGSC_CSS_2BL_scaff_7943051,2B,72.825
IWGSC_CSS_2BL_scaff_7943087,2B,72.825
IWGSC_CSS_2BL_scaff_7943108,2B,72.825
IWGSC_CSS_2BL_scaff_7943114,2B,72.825
IWGSC_CSS_2BL_scaff_7943166,2B,72.825
IWGSC_CSS_2BL_scaff_7943173,2B,72.825
IWGSC_CSS_2BL_scaff_7943191,2B,72.825
IWGSC_CSS_2BL_scaff_7943301,2B,72.825
IWGSC_CSS_2BL_scaff_7943302,2B,72.825
IWGSC_CSS_2BL_scaff_7943345,2B,72.825
IWGSC_CSS_2BL_scaff_7943358,2B,72.825
IWGSC_CSS_2BL_scaff_7943512,2B,72.825
IWGSC_CSS_2BL_scaff_7943540,2B,72.825
IWGSC_CSS_2BL_scaff_7943651,2B,72.825
IWGSC_CSS_2BL_scaff_7943691,2B,72.825
IWGSC_CSS_2BL_scaff_7943696,2B,72.825
IWGSC_CSS_2BL_scaff_7943830,2B,72.825
IWGSC_CSS_2BL_scaff_7943846,2B,72.825
IWGSC_CSS_2BL_scaff_7943871,2B,72.825
IWGSC_CSS_2BL_scaff_7943886,2B,72.825
IWGSC_CSS_2BL_scaff_7943914,2B,72.825
IWGSC_CSS_2BL_scaff_7943923,2B,72.825
IWGSC_CSS_2BL_scaff_7943951,2B,72.825
IWGSC_CSS_2BL_scaff_7943987,2B,72.825
IWGSC_CSS_2BL_scaff_7943994,2B,72.825
IWGSC_CSS_2BL_scaff_7944043,2B,72.825
IWGSC_CSS_2BL_scaff_7944074,2B,72.825
IWGSC_CSS_2BL_scaff_7944078,2B,72.825
IWGSC_CSS_2BL_scaff_7944083,2B,72.825
IWGSC_CSS_2BL_scaff_7944128,2B,72.825
IWGSC_CSS_2BL_scaff_7944213,2B,72.825
IWGSC_CSS_2BL_scaff_7944243,2B,72.825
IWGSC_CSS_2BL_scaff_7944256,2B,72.825
IWGSC_CSS_2BL_scaff_7944286,2B,72.825
IWGSC_CSS_2BL_scaff_7944385,2B,72.825
IWGSC_CSS_2BL_scaff_7944440,2B,72.825
IWGSC_CSS_2BL_scaff_7944628,2B,72.825
IWGSC_CSS_2BL_scaff_7944661,2B,72.825
IWGSC_CSS_2BL_scaff_7944703,2B,72.825
IWGSC_CSS_2BL_scaff_7944725,2B,72.825
IWGSC_CSS_2BL_scaff_7944775,2B,72.825
IWGSC_CSS_2BL_scaff_7944791,2B,72.825
IWGSC_CSS_2BL_scaff_7944840,2B,72.825
IWGSC_CSS_2BL_scaff_7944851,2B,72.825
IWGSC_CSS_2BL_scaff_7944927,2B,72.825
IWGSC_CSS_2BL_scaff_7945005,2B,72.825
IWGSC_CSS_2BL_scaff_7945042,2B,72.825
IWGSC_CSS_2BL_scaff_7945046,2B,72.825
IWGSC_CSS_2BL_scaff_7945082,2B,72.825
IWGSC_CSS_2BL_scaff_7945219,2B,72.825
IWGSC_CSS_2BL_scaff_7945246,2B,72.825
IWGSC_CSS_2BL_scaff_7945275,2B,72.825
IWGSC_CSS_2BL_scaff_7945313,2B,72.825
IWGSC_CSS_2BL_scaff_7945341,2B,72.825
IWGSC_CSS_2BL_scaff_7945419,2B,72.825
IWGSC_CSS_2BL_scaff_7945508,2B,72.825
IWGSC_CSS_2BL_scaff_7945511,2B,72.825
IWGSC_CSS_2BL_scaff_7945536,2B,72.825
IWGSC_CSS_2BL_scaff_7945565,2B,72.825
IWGSC_CSS_2BL_scaff_7945572,2B,72.825
IWGSC_CSS_2BL_scaff_7945575,2B,72.825
IWGSC_CSS_2BL_scaff_7945597,2B,72.825
IWGSC_CSS_2BL_scaff_7945627,2B,72.825
IWGSC_CSS_2BL_scaff_7945794,2B,72.825
IWGSC_CSS_2BL_scaff_7945805,2B,72.825
IWGSC_CSS_2BL_scaff_7945808,2B,72.825
IWGSC_CSS_2BL_scaff_7945839,2B,72.825
IWGSC_CSS_2BL_scaff_7945842,2B,72.825
IWGSC_CSS_2BL_scaff_7945921,2B,72.825
IWGSC_CSS_2BL_scaff_7945934,2B,72.825
IWGSC_CSS_2BL_scaff_7945955,2B,72.825
IWGSC_CSS_2BL_scaff_7946102,2B,72.825
IWGSC_CSS_2BL_scaff_7946141,2B,72.825
IWGSC_CSS_2BL_scaff_7946224,2B,72.825
IWGSC_CSS_2BL_scaff_7946227,2B,72.825
IWGSC_CSS_2BL_scaff_7946302,2B,72.825
IWGSC_CSS_2BL_scaff_7946311,2B,72.825
IWGSC_CSS_2BL_scaff_7946323,2B,72.825
IWGSC_CSS_2BL_scaff_7946366,2B,72.825
IWGSC_CSS_2BL_scaff_7946367,2B,72.825
IWGSC_CSS_2BL_scaff_7946375,2B,72.825
IWGSC_CSS_2BL_scaff_7946414,2B,72.825
IWGSC_CSS_2BL_scaff_7946447,2B,72.825
IWGSC_CSS_2BL_scaff_7946539,2B,72.825
IWGSC_CSS_2BL_scaff_7946549,2B,72.825
IWGSC_CSS_2BL_scaff_7946650,2B,72.825
IWGSC_CSS_2BL_scaff_7946661,2B,72.825
IWGSC_CSS_2BL_scaff_7946678,2B,72.825
IWGSC_CSS_2BL_scaff_7946689,2B,72.825
IWGSC_CSS_2BL_scaff_7946813,2B,72.825
IWGSC_CSS_2BL_scaff_7946871,2B,72.825
IWGSC_CSS_2BL_scaff_7946911,2B,72.825
IWGSC_CSS_2BL_scaff_7946975,2B,72.825
IWGSC_CSS_2BL_scaff_7946998,2B,72.825
IWGSC_CSS_2BL_scaff_7947029,2B,72.825
IWGSC_CSS_2BL_scaff_7947067,2B,72.825
IWGSC_CSS_2BL_scaff_7947168,2B,72.825
IWGSC_CSS_2BL_scaff_7947171,2B,72.825
IWGSC_CSS_2BL_scaff_7947185,2B,72.825
IWGSC_CSS_2BL_scaff_7947249,2B,72.825
IWGSC_CSS_2BL_scaff_7947267,2B,72.825
IWGSC_CSS_2BL_scaff_7947435,2B,72.825
IWGSC_CSS_2BL_scaff_7947451,2B,72.825
IWGSC_CSS_2BL_scaff_7947464,2B,72.825
IWGSC_CSS_2BL_scaff_7947576,2B,72.825
IWGSC_CSS_2BL_scaff_7947680,2B,72.825
IWGSC_CSS_2BL_scaff_7947700,2B,72.825
IWGSC_CSS_2BL_scaff_7947772,2B,72.825
IWGSC_CSS_2BL_scaff_7947781,2B,72.825
IWGSC_CSS_2BL_scaff_7947783,2B,72.825
IWGSC_CSS_2BL_scaff_7947790,2B,72.825
IWGSC_CSS_2BL_scaff_7947818,2B,72.825
IWGSC_CSS_2BL_scaff_7947828,2B,72.825
IWGSC_CSS_2BL_scaff_7947848,2B,72.825
IWGSC_CSS_2BL_scaff_7947964,2B,72.825
IWGSC_CSS_2BL_scaff_7947972,2B,72.825
IWGSC_CSS_2BL_scaff_7947985,2B,72.825
IWGSC_CSS_2BL_scaff_7947989,2B,72.825
IWGSC_CSS_2BL_scaff_7948095,2B,72.825
IWGSC_CSS_2BL_scaff_7948123,2B,72.825
IWGSC_CSS_2BL_scaff_7948151,2B,72.825
IWGSC_CSS_2BL_scaff_7948209,2B,72.825
IWGSC_CSS_2BL_scaff_7948260,2B,72.825
IWGSC_CSS_2BL_scaff_7948283,2B,72.825
IWGSC_CSS_2BL_scaff_7948292,2B,72.825
IWGSC_CSS_2BL_scaff_7948378,2B,72.825
IWGSC_CSS_2BL_scaff_7948399,2B,72.825
IWGSC_CSS_2BL_scaff_7948466,2B,72.825
IWGSC_CSS_2BL_scaff_7948581,2B,72.825
IWGSC_CSS_2BL_scaff_7948633,2B,72.825
IWGSC_CSS_2BL_scaff_7948768,2B,72.825
IWGSC_CSS_2BL_scaff_7948794,2B,72.825
IWGSC_CSS_2BL_scaff_7948808,2B,72.825
IWGSC_CSS_2BL_scaff_7948860,2B,72.825
IWGSC_CSS_2BL_scaff_7948998,2B,72.825
IWGSC_CSS_2BL_scaff_7949009,2B,72.825
IWGSC_CSS_2BL_scaff_7949058,2B,72.825
IWGSC_CSS_2BL_scaff_7949121,2B,72.825
IWGSC_CSS_2BL_scaff_7949249,2B,72.825
IWGSC_CSS_2BL_scaff_7949322,2B,72.825
IWGSC_CSS_2BL_scaff_7949333,2B,72.825
IWGSC_CSS_2BL_scaff_7949334,2B,72.825
IWGSC_CSS_2BL_scaff_7949372,2B,72.825
IWGSC_CSS_2BL_scaff_7949409,2B,72.825
IWGSC_CSS_2BL_scaff_7949463,2B,72.825
IWGSC_CSS_2BL_scaff_7949465,2B,72.825
IWGSC_CSS_2BL_scaff_7949483,2B,72.825
IWGSC_CSS_2BL_scaff_7949550,2B,72.825
IWGSC_CSS_2BL_scaff_7949638,2B,72.825
IWGSC_CSS_2BL_scaff_7949654,2B,72.825
IWGSC_CSS_2BL_scaff_7949668,2B,72.825
IWGSC_CSS_2BL_scaff_7949723,2B,72.825
IWGSC_CSS_2BL_scaff_7949726,2B,72.825
IWGSC_CSS_2BL_scaff_7949737,2B,72.825
IWGSC_CSS_2BL_scaff_7949832,2B,72.825
IWGSC_CSS_2BL_scaff_7949850,2B,72.825
IWGSC_CSS_2BL_scaff_7949882,2B,72.825
IWGSC_CSS_2BL_scaff_7949906,2B,72.825
IWGSC_CSS_2BL_scaff_7949909,2B,72.825
IWGSC_CSS_2BL_scaff_7949990,2B,72.825
IWGSC_CSS_2BL_scaff_7950028,2B,72.825
IWGSC_CSS_2BL_scaff_7950072,2B,72.825
IWGSC_CSS_2BL_scaff_7950077,2B,72.825
IWGSC_CSS_2BL_scaff_7950088,2B,72.825
IWGSC_CSS_2BL_scaff_7950109,2B,72.825
IWGSC_CSS_2BL_scaff_7950111,2B,72.825
IWGSC_CSS_2BL_scaff_7950113,2B,72.825
IWGSC_CSS_2BL_scaff_7950123,2B,72.825
IWGSC_CSS_2BL_scaff_7950180,2B,72.825
IWGSC_CSS_2BL_scaff_7950183,2B,72.825
IWGSC_CSS_2BL_scaff_7950225,2B,72.825
IWGSC_CSS_2BL_scaff_7950254,2B,72.825
IWGSC_CSS_2BL_scaff_7950361,2B,72.825
IWGSC_CSS_2BL_scaff_7950456,2B,72.825
IWGSC_CSS_2BL_scaff_7950496,2B,72.825
IWGSC_CSS_2BL_scaff_7950548,2B,72.825
IWGSC_CSS_2BL_scaff_7950583,2B,72.825
IWGSC_CSS_2BL_scaff_7950592,2B,72.825
IWGSC_CSS_2BL_scaff_7950615,2B,72.825
IWGSC_CSS_2BL_scaff_7950685,2B,72.825
IWGSC_CSS_2BL_scaff_7950745,2B,72.825
IWGSC_CSS_2BL_scaff_7950761,2B,72.825
IWGSC_CSS_2BL_scaff_7950775,2B,72.825
IWGSC_CSS_2BL_scaff_7950833,2B,72.825
IWGSC_CSS_2BL_scaff_7950849,2B,72.825
IWGSC_CSS_2BL_scaff_7950890,2B,72.825
IWGSC_CSS_2BL_scaff_7951033,2B,72.825
IWGSC_CSS_2BL_scaff_7951044,2B,72.825
IWGSC_CSS_2BL_scaff_7951163,2B,72.825
IWGSC_CSS_2BL_scaff_7951206,2B,72.825
IWGSC_CSS_2BL_scaff_7951208,2B,72.825
IWGSC_CSS_2BL_scaff_7951250,2B,72.825
IWGSC_CSS_2BL_scaff_7951252,2B,72.825
IWGSC_CSS_2BL_scaff_7951304,2B,72.825
IWGSC_CSS_2BL_scaff_7951557,2B,72.825
IWGSC_CSS_2BL_scaff_7951577,2B,72.825
IWGSC_CSS_2BL_scaff_7951600,2B,72.825
IWGSC_CSS_2BL_scaff_7951798,2B,72.825
IWGSC_CSS_2BL_scaff_7951812,2B,72.825
IWGSC_CSS_2BL_scaff_7951894,2B,72.825
IWGSC_CSS_2BL_scaff_7951932,2B,72.825
IWGSC_CSS_2BL_scaff_7951938,2B,72.825
IWGSC_CSS_2BL_scaff_7951960,2B,72.825
IWGSC_CSS_2BL_scaff_7951975,2B,72.825
IWGSC_CSS_2BL_scaff_7951983,2B,72.825
IWGSC_CSS_2BL_scaff_7952035,2B,72.825
IWGSC_CSS_2BL_scaff_7952046,2B,72.825
IWGSC_CSS_2BL_scaff_7952136,2B,72.825
IWGSC_CSS_2BL_scaff_7952197,2B,72.825
IWGSC_CSS_2BL_scaff_7952236,2B,72.825
IWGSC_CSS_2BL_scaff_7952377,2B,72.825
IWGSC_CSS_2BL_scaff_7952378,2B,72.825
IWGSC_CSS_2BL_scaff_7952419,2B,72.825
IWGSC_CSS_2BL_scaff_7952425,2B,72.825
IWGSC_CSS_2BL_scaff_7952453,2B,72.825
IWGSC_CSS_2BL_scaff_7952521,2B,72.825
IWGSC_CSS_2BL_scaff_7952590,2B,72.825
IWGSC_CSS_2BL_scaff_7952595,2B,72.825
IWGSC_CSS_2BL_scaff_7952632,2B,72.825
IWGSC_CSS_2BL_scaff_7952664,2B,72.825
IWGSC_CSS_2BL_scaff_7952672,2B,72.825
IWGSC_CSS_2BL_scaff_7952711,2B,72.825
IWGSC_CSS_2BL_scaff_7952726,2B,72.825
IWGSC_CSS_2BL_scaff_7952732,2B,72.825
IWGSC_CSS_2BL_scaff_7952777,2B,72.825
IWGSC_CSS_2BL_scaff_7952815,2B,72.825
IWGSC_CSS_2BL_scaff_7952821,2B,72.825
IWGSC_CSS_2BL_scaff_7952861,2B,72.825
IWGSC_CSS_2BL_scaff_7952949,2B,72.825
IWGSC_CSS_2BL_scaff_7953014,2B,72.825
IWGSC_CSS_2BL_scaff_7953036,2B,72.825
IWGSC_CSS_2BL_scaff_7953040,2B,72.825
IWGSC_CSS_2BL_scaff_7953051,2B,72.825
IWGSC_CSS_2BL_scaff_7953148,2B,72.825
IWGSC_CSS_2BL_scaff_7953169,2B,72.825
IWGSC_CSS_2BL_scaff_7953170,2B,72.825
IWGSC_CSS_2BL_scaff_7953171,2B,72.825
IWGSC_CSS_2BL_scaff_7953260,2B,72.825
IWGSC_CSS_2BL_scaff_7953356,2B,72.825
IWGSC_CSS_2BL_scaff_7953377,2B,72.825
IWGSC_CSS_2BL_scaff_7953415,2B,72.825
IWGSC_CSS_2BL_scaff_7953435,2B,72.825
IWGSC_CSS_2BL_scaff_7953534,2B,72.825
IWGSC_CSS_2BL_scaff_7953611,2B,72.825
IWGSC_CSS_2BL_scaff_7953770,2B,72.825
IWGSC_CSS_2BL_scaff_7953788,2B,72.825
IWGSC_CSS_2BL_scaff_7953850,2B,72.825
IWGSC_CSS_2BL_scaff_7953880,2B,72.825
IWGSC_CSS_2BL_scaff_7953942,2B,72.825
IWGSC_CSS_2BL_scaff_7954114,2B,72.825
IWGSC_CSS_2BL_scaff_7954117,2B,72.825
IWGSC_CSS_2BL_scaff_7954210,2B,72.825
IWGSC_CSS_2BL_scaff_7954244,2B,72.825
IWGSC_CSS_2BL_scaff_7954298,2B,72.825
IWGSC_CSS_2BL_scaff_7954369,2B,72.825
IWGSC_CSS_2BL_scaff_7954391,2B,72.825
IWGSC_CSS_2BL_scaff_7954437,2B,72.825
IWGSC_CSS_2BL_scaff_7954561,2B,72.825
IWGSC_CSS_2BL_scaff_7954587,2B,72.825
IWGSC_CSS_2BL_scaff_7954613,2B,72.825
IWGSC_CSS_2BL_scaff_7954701,2B,72.825
IWGSC_CSS_2BL_scaff_7954829,2B,72.825
IWGSC_CSS_2BL_scaff_7954862,2B,72.825
IWGSC_CSS_2BL_scaff_7954910,2B,72.825
IWGSC_CSS_2BL_scaff_7954948,2B,72.825
IWGSC_CSS_2BL_scaff_7954987,2B,72.825
IWGSC_CSS_2BL_scaff_7955112,2B,72.825
IWGSC_CSS_2BL_scaff_7955119,2B,72.825
IWGSC_CSS_2BL_scaff_7955134,2B,72.825
IWGSC_CSS_2BL_scaff_7955175,2B,72.825
